Season,PlayerId,TeamId,FranchiseId,First Name,Last Name,Nick Name,Height,Weight,Date Of Birth,Hand,G,LD,RD,LW,C,RW,Aggression,Bravery,Determination,Teamplayer,Leadership,Temperament,Professionalism,Mental Toughness,Goalie Stamina,Acceleration,Agility,Balance,Speed,Stamina,Strength,Fighting,Screening,Getting Open,Passing,Puck Handling,Shooting Accuracy,Shooting Range,Offensive Read,Checking,Faceoffs,Hitting,Positioning,Shot Blocking,Stickchecking,Defensive Read,G Positioning,G Passing,G Pokecheck,Blocker,Glove,Rebound,Recovery,G Puckhandling,Low Shots,G Skating,Reflexes,Skating,Shooting,Playmaking,Defending,Physicality,Conditioning,Character,Hockey Sense,Goalie Technique,Goalie Overall Positioning,Ability,Potential
2034/2035,147644,0,0,Maxime,Mark,,73,213,2009-4-15,Left,0,8,8,19,20,13,9,12,17,13,11,12,16,1,1,15,13,13,14,15,12,11,14,15,13,16,12,8,16,14,12,12,12,10,13,12,1,1,1,1,1,1,1,1,1,1,1,14,14,11,12,11,17,11,15,0,0,2,2
2034/2035,162308,21,21,Eric,Olsson,,73,214,2012-3-4,Left,0,8,8,15,20,13,6,11,16,12,9,19,13,1,1,15,15,15,16,15,10,9,15,14,16,15,16,9,16,13,13,13,15,8,14,12,1,1,1,1,1,1,1,1,1,1,1,15,17,12,12,11,17,11,15,0,0,2.5,2.5
2034/2035,6875,18,18,Jirí,Kulich,,73,205,2004-4-14,Left,0,8,5,20,19,11,8,14,19,16,15,15,18,1,1,16,17,16,18,15,15,6,14,15,16,18,18,7,16,14,16,12,16,10,16,14,1,1,1,1,1,1,1,1,1,1,1,16,16,13,14,12,17,13,15,0,0,3.5,3.5
2034/2035,6892,5,5,Dmitri,Kostenko,,73,215,2002-9-25,Right,0,19,20,8,5,8,10,13,15,14,14,12,17,1,1,13,13,16,13,17,13,6,8,13,16,17,12,16,16,14,9,13,13,13,15,14,1,1,1,1,1,1,1,1,1,1,1,14,14,12,13,11,18,12,13,0,0,2.5,2.5
2034/2035,157142,11,11,Steve,Landais,,72,203,2011-10-5,Left,0,8,5,20,11,17,5,13,17,12,7,20,13,1,1,16,15,17,16,17,12,8,17,16,17,17,16,11,14,16,13,12,14,10,14,16,1,1,1,1,1,1,1,1,1,1,1,16,19,12,13,11,18,11,15,0,0,3.5,3.5
2034/2035,147671,22,22,Jordan,Scanzano,,71,201,2009-7-22,Right,0,19,20,5,6,8,6,13,17,14,15,19,16,1,1,19,13,15,14,15,13,5,8,14,14,16,12,14,16,14,14,12,19,15,18,15,1,1,1,1,1,1,1,1,1,1,1,16,13,12,16,10,17,14,17,0,0,2.5,3
2034/2035,147681,35,35,Cody,Sundher,,73,211,2009-4-29,Left,0,8,8,19,20,13,11,13,17,15,13,12,19,1,1,15,16,17,16,16,16,11,16,15,16,17,15,11,17,14,15,12,17,10,16,13,1,1,1,1,1,1,1,1,1,1,1,16,18,13,14,13,17,11,16,0,0,3,4.5
2034/2035,7062,8,8,Noah,Erliden,,72,209,2005-9-9,Left,20,0,0,0,0,0,8,1,16,16,15,1,15,15,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,12,13,17,17,13,15,14,14,13,15,0,0,8,0,1,10,13,0,13,14,2.5,2.5
2034/2035,7107,29,29,Hunter,Brzustewicz,,72,211,2004-11-29,Right,0,20,19,5,5,8,9,12,15,17,15,15,17,1,1,17,17,16,16,18,14,6,6,12,19,18,12,19,20,12,8,11,14,13,17,14,1,1,1,1,1,1,1,1,1,1,1,16,15,16,14,10,18,12,14,0,0,4,4
2034/2035,7559,4182,4182,Marco,Rossi,,69,192,2001-9-23,Left,0,8,6,20,19,15,8,13,14,17,14,13,17,1,1,16,15,15,15,16,14,8,14,17,17,15,16,6,16,11,14,10,14,8,15,16,1,1,1,1,1,1,1,1,1,1,1,15,14,15,12,11,17,12,16,0,0,3,3
2034/2035,147881,27,27,Mark,Hendsbee,,71,202,2009-3-12,Left,0,8,5,20,16,18,10,14,17,12,12,12,13,1,1,14,14,13,13,15,13,10,14,20,13,14,14,9,12,12,12,14,14,7,12,14,1,1,1,1,1,1,1,1,1,1,1,13,16,12,11,13,17,12,16,0,0,2.5,2.5
2034/2035,147886,14,14,Robin,Stevano,,72,212,2009-2-25,Left,0,8,5,20,12,16,6,11,14,11,10,20,15,1,1,14,15,20,15,15,13,9,13,18,17,16,15,9,17,13,15,13,15,10,15,14,1,1,1,1,1,1,1,1,1,1,1,16,16,13,13,11,17,12,17,0,0,2.5,3
2034/2035,7653,27,27,Love,Härenstam,,75,226,2007-1-18,Left,20,0,0,0,0,0,7,1,16,17,12,1,20,18,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,11,13,14,12,14,15,16,18,15,15,0,0,9,0,1,9,11,0,13,15,3,3
2034/2035,147938,30,30,Jason,Keenan,,73,213,2009-10-15,Right,0,17,20,5,5,8,8,12,13,14,11,12,14,1,1,12,14,11,11,15,11,11,9,11,13,14,11,16,15,12,9,12,12,11,13,12,1,1,1,1,1,1,1,1,1,1,1,11,13,12,12,10,17,10,12,0,0,1.5,1.5
2034/2035,147941,3,3,Erik,Jones,,74,223,2009-8-13,Right,20,0,0,0,0,0,5,1,16,19,14,1,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,13,14,12,16,16,16,15,20,15,17,0,0,9,0,1,9,11,0,14,16,4,4.5
2034/2035,147969,4838,4838,Tyler,Krumpschmid,,71,202,2009-4-20,Left,20,0,0,0,0,0,4,1,21,12,17,1,21,21,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,16,19,20,18,16,18,14,19,16,19,0,0,7,0,0,9,14,0,15,17,5,5
2034/2035,147971,21,21,Troy,Palumbo,,74,220,2009-11-11,Left,0,20,19,8,5,5,16,15,13,13,15,3,17,1,1,13,12,13,13,16,14,12,12,11,16,12,10,18,17,13,8,16,11,13,12,10,1,1,1,1,1,1,1,1,1,1,1,13,14,13,12,14,17,13,10,0,0,2.5,2.5
2034/2035,147976,27,27,Mike,Button,,73,216,2009-2-8,Right,0,8,5,20,12,17,10,13,16,14,13,13,13,1,1,17,17,15,16,15,16,9,16,15,16,16,15,10,16,14,12,12,14,12,13,14,1,1,1,1,1,1,1,1,1,1,1,16,17,13,13,13,17,12,15,0,0,3,3
2034/2035,8013,16,16,Jake,Neighbours,,72,207,2002-3-29,Left,0,11,10,20,10,19,10,16,15,16,15,14,14,1,1,12,13,11,13,15,14,7,15,16,18,19,16,6,19,13,11,13,15,8,15,13,1,1,1,1,1,1,1,1,1,1,1,12,14,15,12,13,17,11,17,0,0,3,3
2034/2035,148065,22,22,Yevhen,Lavrinenko,,74,223,2009-12-10,Left,0,5,8,14,12,20,7,10,14,12,13,19,14,1,1,14,15,15,13,13,11,12,13,17,14,16,15,8,15,11,11,12,13,8,12,15,1,1,1,1,1,1,1,1,1,1,1,14,15,12,11,10,16,11,16,0,0,2,2.5
2034/2035,8186,3,3,Callum,Hughes,,72,206,2006-1-22,Left,0,8,5,20,19,16,9,14,15,18,16,12,15,1,1,12,16,13,14,18,13,11,16,16,15,18,15,7,15,14,15,14,15,10,15,14,1,1,1,1,1,1,1,1,1,1,1,13,14,15,13,13,18,12,15,0,0,3,3
2034/2035,148106,28,28,Matt,Taylor,,75,229,2009-3-21,Left,0,8,5,20,13,16,8,12,17,14,12,19,14,1,1,15,15,16,16,14,14,7,15,16,15,18,15,9,14,17,14,15,17,9,15,19,1,1,1,1,1,1,1,1,1,1,1,15,16,12,14,12,17,11,15,0,0,4.5,4.5
2034/2035,8381,15,15,Theo,Lindstein,,73,209,2005-1-5,Left,0,20,14,8,5,5,8,13,14,13,14,15,12,1,1,18,15,17,16,16,14,9,9,15,18,19,14,19,19,18,12,15,17,16,16,15,1,1,1,1,1,1,1,1,1,1,1,17,16,13,16,11,17,11,16,0,0,4,4
2034/2035,8441,5088,5088,Michael,Hrabal,,78,244,2005-1-20,Left,20,0,0,0,0,0,7,1,14,14,13,1,14,16,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,14,13,14,13,17,16,16,15,15,16,0,0,8,0,1,9,11,0,14,15,2.5,2.5
2034/2035,8468,14,14,Tuomas,Suoniemi,,72,196,2006-4-16,Left,0,8,5,17,20,13,9,15,13,14,14,11,15,1,1,15,15,15,17,16,14,7,14,16,16,15,15,8,15,12,15,12,12,8,17,12,1,1,1,1,1,1,1,1,1,1,1,15,15,14,12,12,17,11,15,0,0,2.5,2.5
2034/2035,148180,31,31,Cody,McGuire,,71,204,2009-11-10,Right,0,15,20,5,5,8,9,13,17,14,12,12,13,1,1,17,15,15,15,16,13,9,8,12,18,17,16,19,16,14,13,13,13,15,15,14,1,1,1,1,1,1,1,1,1,1,1,15,17,14,14,11,17,12,13,0,0,3.5,3.5
2034/2035,152361,33,33,Håvard,Persson,,71,204,2010-7-6,Right,0,18,20,5,5,8,8,13,17,11,11,13,11,1,1,14,14,15,15,15,13,10,8,14,15,18,13,16,17,15,8,15,16,15,19,15,1,1,1,1,1,1,1,1,1,1,1,14,14,12,16,11,17,11,15,0,0,2.5,2.5
2034/2035,8502,18,18,Jan,Korec,,73,216,2004-9-28,Left,20,0,0,0,0,0,8,1,13,13,15,1,15,16,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,14,14,15,14,13,13,14,15,14,16,0,0,7,0,1,9,12,0,14,14,2,2
2034/2035,177987,26,26,Sascha,Burmester,,77,237,2015-6-23,Left,0,8,8,18,20,16,17,15,14,13,13,6,16,1,1,15,15,16,16,18,14,14,17,16,19,17,17,7,16,16,19,19,17,9,14,13,1,1,1,1,1,1,1,1,1,1,1,14,14,13,13,15,18,12,15,0,0,3,5
2034/2035,8541,17,17,Liam,Danielsson,,71,201,2006-8-5,Right,0,5,8,14,15,20,7,15,16,14,13,14,14,1,1,17,16,18,15,13,16,9,14,17,16,18,17,7,16,11,10,12,15,7,12,15,1,1,1,1,1,1,1,1,1,1,1,16,15,13,11,12,16,12,16,0,0,3.5,3.5
2034/2035,8543,16,16,Linus,Eriksson,,72,212,2006-3-23,Left,0,8,5,20,19,13,9,15,13,14,12,13,13,1,1,15,15,15,16,17,14,11,17,18,17,16,17,15,17,14,15,14,16,12,16,15,1,1,1,1,1,1,1,1,1,1,1,15,23,13,14,13,18,11,17,0,0,3.5,4
2034/2035,8549,31,31,Alexander,Zetterberg,,74,209,2006-4-27,Right,0,5,8,15,19,20,8,11,13,14,14,15,15,1,1,16,17,17,17,16,16,7,15,17,18,16,14,9,14,14,15,11,15,10,16,14,1,1,1,1,1,1,1,1,1,1,1,16,16,14,13,12,17,12,15,0,0,3,3
2034/2035,148230,31,31,Justin,Fiddler,,73,215,2009-10-9,Left,0,20,19,8,5,5,9,12,18,13,12,12,14,1,1,14,15,14,15,18,13,8,9,13,15,17,12,17,15,11,9,13,14,11,16,15,1,1,1,1,1,1,1,1,1,1,1,14,14,12,13,11,18,12,14,0,0,3,3
2034/2035,8871,4838,4838,igmund,Zöld,,76,212,2004-11-4,Right,0,5,8,13,20,19,8,15,20,16,14,15,17,1,1,16,15,17,16,16,12,9,16,17,17,16,18,7,16,15,17,13,16,7,17,15,1,1,1,1,1,1,1,1,1,1,1,16,16,14,13,12,17,13,16,0,0,4,4
2034/2035,148317,16,16,Maxime,Pelletier,,71,202,2009-9-14,Left,0,20,16,8,5,5,6,11,18,12,12,19,13,1,1,14,14,14,15,15,12,8,10,13,13,15,11,15,12,13,10,12,15,13,16,16,1,1,1,1,1,1,1,1,1,1,1,14,13,12,14,10,17,14,15,0,0,1.5,2
2034/2035,152439,20,20,Sergey,Makagonov,,73,218,2010-3-10,Left,0,14,20,5,5,8,8,13,16,13,15,20,19,1,1,16,15,17,15,20,13,9,8,13,16,16,13,16,15,15,11,14,18,17,18,18,1,1,1,1,1,1,1,1,1,1,1,16,14,12,17,11,20,11,18,0,0,3.5,4.5
2034/2035,152449,18,18,Nikolay,Grigorenko,,74,219,2010-8-16,Left,0,15,20,5,5,8,9,12,12,13,10,12,13,1,1,17,14,15,15,19,15,9,10,14,17,17,13,18,17,15,14,15,16,15,17,15,1,1,1,1,1,1,1,1,1,1,1,16,16,13,16,13,19,10,16,0,0,4.5,5
2034/2035,9237,14,14,Erik,Portillo,,78,247,2000-9-3,Left,20,0,0,0,0,0,9,1,12,16,11,1,18,16,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,13,15,14,15,15,15,14,12,15,15,0,0,8,0,1,10,11,0,14,16,2,2
2034/2035,152491,26,26,Juraj,Dolina,,72,211,2010-1-29,Left,0,8,5,20,10,14,11,13,16,12,13,13,17,1,1,17,17,19,18,17,13,8,17,19,14,18,19,11,17,13,11,14,14,10,13,18,1,1,1,1,1,1,1,1,1,1,1,17,20,11,12,13,17,12,17,0,0,3.5,5
2034/2035,9445,5088,5088,Tristen,Robins,,71,204,2001-11-15,Right,0,5,8,15,19,20,12,16,13,14,13,14,15,1,1,17,15,15,17,16,15,8,15,17,16,18,17,6,15,13,13,12,13,7,15,14,1,1,1,1,1,1,1,1,1,1,1,16,14,13,12,14,17,11,16,0,0,3,3
2034/2035,9484,34,34,Lukas,Fischer,,76,207,2006-9-9,Left,0,20,19,8,5,5,9,15,15,15,13,12,14,1,1,16,14,17,14,16,13,9,12,13,16,18,12,17,18,14,10,15,16,14,16,14,1,1,1,1,1,1,1,1,1,1,1,15,14,14,15,12,17,13,15,0,0,2.5,2.5
2034/2035,9490,5,5,Adam,idlicky,,75,226,2005-1-28,Left,0,8,5,20,17,12,10,12,12,15,12,11,13,1,1,18,15,14,17,16,16,8,16,19,14,16,16,9,14,11,11,11,12,7,13,12,1,1,1,1,1,1,1,1,1,1,1,16,17,12,10,13,17,10,16,0,0,3,3
2034/2035,148636,34,34,Jeffrey,Robert,,75,225,2009-5-21,Left,0,20,16,8,5,5,17,15,14,12,12,4,15,1,1,13,13,14,11,16,14,10,9,11,16,15,9,17,15,13,8,15,13,14,17,13,1,1,1,1,1,1,1,1,1,1,1,12,13,13,14,14,18,10,13,0,0,1.5,2
2034/2035,10298,11,11,Brandt,Clarke,,74,206,2003-2-9,Right,0,20,19,5,5,8,10,14,15,16,15,14,17,1,1,15,14,16,15,18,15,10,8,15,17,17,12,18,20,13,7,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,15,15,14,13,12,19,12,13,0,0,3.5,3.5
2034/2035,148693,18,18,Andrew,Helton,,72,199,2009-1-17,Left,0,8,5,20,11,15,7,12,17,12,12,19,14,1,1,14,14,16,14,13,11,8,12,14,13,15,15,9,18,13,14,11,15,7,15,16,1,1,1,1,1,1,1,1,1,1,1,14,16,12,12,10,16,12,16,0,0,2.5,2.5
2034/2035,148695,9,9,Paul,Walden,,72,213,2009-5-9,Left,0,8,8,15,20,17,10,14,14,14,12,12,15,1,1,14,16,15,15,15,14,8,16,15,13,15,15,6,16,15,16,11,14,8,18,15,1,1,1,1,1,1,1,1,1,1,1,14,13,12,13,13,17,12,15,0,0,4,4
2034/2035,148697,5,5,William,McMurchy,,72,211,2009-9-21,Right,0,5,8,12,10,20,9,11,12,12,13,12,16,1,1,15,15,14,14,15,13,10,13,19,17,16,15,6,16,13,12,14,13,7,15,14,1,1,1,1,1,1,1,1,1,1,1,15,15,13,13,13,17,11,18,0,0,3,4
2034/2035,148720,35,35,Tim,Snider,,74,219,2009-1-30,Left,0,10,8,13,20,13,9,10,17,14,10,13,15,1,1,16,17,19,16,16,15,11,15,15,20,18,15,10,19,12,19,14,14,11,16,17,1,1,1,1,1,1,1,1,1,1,1,17,17,14,13,12,17,11,17,0,0,4,5
2034/2035,148749,23,23,Theo,Kawamoto,,73,218,2009-9-8,Left,0,8,8,20,19,13,10,12,13,13,11,15,17,1,1,16,16,16,15,16,14,12,17,17,16,15,15,8,18,14,14,13,14,10,16,15,1,1,1,1,1,1,1,1,1,1,1,15,15,13,13,13,17,11,17,0,0,3,4.5
2034/2035,148802,4182,4182,Dale,Oliver,,72,213,2009-11-7,Left,0,8,5,20,10,14,10,14,16,15,15,12,17,1,1,18,16,16,17,15,17,11,16,16,16,17,18,11,16,14,14,14,15,10,18,16,1,1,1,1,1,1,1,1,1,1,1,17,20,13,14,14,17,12,16,0,0,4,4.5
2034/2035,11015,31,31,Lucas,Kling,,75,230,2005-10-29,Left,0,8,5,20,19,12,14,14,13,12,14,8,17,1,1,14,14,14,12,18,15,13,16,17,15,16,19,10,14,16,15,17,15,10,14,13,1,1,1,1,1,1,1,1,1,1,1,13,19,11,13,15,18,12,15,0,0,3,3
2034/2035,11578,5098,5098,Noa,Sinisalo,,72,212,2007-4-23,Left,0,20,14,8,5,5,9,12,14,16,15,16,17,1,1,16,15,13,14,18,12,9,6,13,18,16,11,19,17,14,7,10,15,14,14,13,1,1,1,1,1,1,1,1,1,1,1,14,15,15,14,9,18,12,14,0,0,3,3
2034/2035,148977,4838,4838,Miloslav,Branzovsky,,72,203,2009-3-14,Right,0,15,20,5,5,8,11,14,14,15,14,12,13,1,1,12,14,16,16,14,13,10,6,13,16,16,11,19,19,13,8,12,15,12,14,13,1,1,1,1,1,1,1,1,1,1,1,14,15,13,13,11,16,11,14,0,0,3,3
2034/2035,11686,5098,5098,Noah,Pettersson Askling,,71,204,2007-12-11,Left,0,20,14,8,5,5,10,15,15,14,17,12,20,1,1,15,13,15,15,18,13,9,8,13,18,17,12,16,16,14,8,12,20,16,20,16,1,1,1,1,1,1,1,1,1,1,1,15,14,14,17,11,18,12,18,0,0,3,3
2034/2035,148991,17,17,Milan,Honc,,78,223,2009-11-30,Left,0,8,5,20,10,14,8,13,14,15,14,14,14,1,1,14,14,13,13,15,12,12,13,14,17,16,15,8,18,13,12,12,15,11,14,15,1,1,1,1,1,1,1,1,1,1,1,13,15,13,13,11,17,13,16,0,0,2.5,3
2034/2035,148992,31,31,Tomás,Skorepa,,75,226,2009-2-17,Right,0,15,20,5,5,8,8,11,15,14,14,20,15,1,1,15,16,17,15,16,14,9,7,13,15,16,13,16,17,14,9,12,20,17,18,17,1,1,1,1,1,1,1,1,1,1,1,15,14,13,17,10,17,11,18,0,0,3,3
2034/2035,148997,5,5,Jakub,Smisek,,72,210,2009-1-1,Left,0,5,8,19,12,20,11,13,14,12,12,11,18,1,1,14,16,14,16,16,14,10,16,14,14,19,17,6,15,13,14,16,15,7,12,14,1,1,1,1,1,1,1,1,1,1,1,14,14,12,11,14,17,12,14,0,0,2.5,2.5
2034/2035,11761,5,5,Fabian,Lysell,,70,190,2003-1-19,Right,0,8,8,20,10,20,9,17,12,14,13,14,13,1,1,17,18,17,18,14,14,8,15,17,16,15,16,10,15,13,11,11,14,6,13,13,1,1,1,1,1,1,1,1,1,1,1,17,18,14,11,13,16,11,16,0,0,3.5,3.5
2034/2035,152804,16,16,Joseph,Houle,,72,211,2010-6-23,Left,0,20,17,8,5,5,10,12,14,12,12,11,12,1,1,14,12,14,15,18,13,11,10,14,16,15,11,17,15,13,11,14,14,15,14,12,1,1,1,1,1,1,1,1,1,1,1,14,14,13,14,11,19,11,13,0,0,2.5,3
2034/2035,149089,17,17,Oscar,Nyqvist,,75,226,2009-12-30,Left,0,5,8,13,19,20,5,12,17,13,12,20,15,1,1,14,16,15,16,17,13,10,13,16,17,15,16,7,17,14,11,10,14,10,19,16,1,1,1,1,1,1,1,1,1,1,1,15,15,13,14,10,18,13,16,0,0,3,3
2034/2035,149096,28,28,Kalevi,Koivunen,,73,214,2009-5-14,Left,0,8,5,20,13,16,10,12,15,14,12,12,14,1,1,16,16,15,15,16,13,9,12,17,17,17,15,10,17,13,13,13,14,10,14,17,1,1,1,1,1,1,1,1,1,1,1,15,17,14,12,12,17,12,17,0,0,3,3.5
2034/2035,152808,8,8,Willyam,Poulin,,72,210,2010-10-13,Right,0,5,8,17,11,20,11,13,15,14,13,13,16,1,1,15,17,15,15,16,14,10,15,16,18,17,15,9,16,14,16,15,14,8,14,15,1,1,1,1,1,1,1,1,1,1,1,15,16,14,12,13,17,12,16,0,0,3,3
2034/2035,12362,14,14,Adam,Boqvist,,72,197,2000-8-15,Right,0,14,20,5,5,9,8,14,16,15,17,16,17,1,1,11,15,12,16,9,9,7,8,14,16,14,11,17,15,12,9,12,13,11,13,13,1,1,1,1,1,1,1,1,1,1,1,13,14,14,12,10,14,13,13,0,0,2.5,2.5
2034/2035,12483,29,29,Jan,Chovan,,74,220,2007-1-9,Left,0,8,8,13,20,19,10,12,13,16,13,12,14,1,1,17,19,17,18,16,16,12,17,18,19,18,18,10,19,13,20,13,16,10,16,13,1,1,1,1,1,1,1,1,1,1,1,17,19,16,13,13,17,11,18,0,0,5,5
2034/2035,12571,21,21,Colby,Barlow,,73,208,2005-2-14,Right,0,8,8,16,19,20,13,15,14,16,14,11,14,1,1,15,16,15,16,16,14,9,16,17,17,16,16,7,17,15,12,13,14,7,15,14,1,1,1,1,1,1,1,1,1,1,1,15,15,14,12,14,18,12,17,0,0,3.5,3.5
2034/2035,12572,5090,5090,Cole,Eiserman,,73,216,2006-8-29,Left,0,8,5,20,20,12,11,16,13,16,13,12,16,1,1,17,15,17,15,14,17,10,15,19,17,16,15,8,16,13,12,15,15,9,14,15,1,1,1,1,1,1,1,1,1,1,1,16,15,14,12,14,17,11,17,0,0,4,4
2034/2035,12574,32,32,Oskar,Vuollet,,71,193,2005-12-3,Left,0,8,5,20,19,11,8,14,15,16,15,16,15,1,1,13,15,17,14,16,11,10,15,19,17,16,16,7,15,15,16,13,16,10,13,14,1,1,1,1,1,1,1,1,1,1,1,14,15,14,13,12,17,12,17,0,0,3,3
2034/2035,152908,0,0,William,Rousseau,,71,199,2010-10-1,Left,20,0,0,0,0,0,3,1,16,15,11,1,18,17,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,14,13,14,13,19,16,13,18,17,18,0,0,8,0,0,10,11,0,12,15,3,3
2034/2035,13021,5092,5092,Adam,Jecho,,75,216,2006-3-24,Right,0,5,8,13,19,20,8,13,16,16,13,12,14,1,1,17,16,18,18,15,14,9,16,16,18,17,16,7,17,15,15,11,14,9,14,15,1,1,1,1,1,1,1,1,1,1,1,17,15,14,13,12,17,12,16,0,0,4,4
2034/2035,149384,22,22,Maros,Soukup,,73,218,2009-1-23,Left,0,20,19,8,5,11,8,12,16,15,11,12,11,1,1,11,13,15,14,20,12,9,6,13,16,16,16,16,16,12,9,12,16,12,14,14,1,1,1,1,1,1,1,1,1,1,1,13,16,14,13,10,19,10,15,0,0,2.5,2.5
2034/2035,13070,23,23,Rasmus,Rinne,,72,209,2008-1-10,Right,0,6,8,15,11,20,10,15,15,15,14,11,16,1,1,16,15,18,14,17,14,10,17,19,16,15,15,6,17,14,12,14,16,10,17,17,1,1,1,1,1,1,1,1,1,1,1,16,13,14,14,14,18,12,18,0,0,3,3
2034/2035,149422,19,19,Cedric,Weber,,75,228,2009-11-25,Right,0,5,8,13,10,20,7,13,15,12,12,21,18,1,1,18,17,19,16,16,14,10,15,17,17,17,17,11,19,13,13,12,16,11,18,16,1,1,1,1,1,1,1,1,1,1,1,16,18,12,13,11,17,13,17,0,0,3.5,4
2034/2035,13216,30,30,Jasper,Inkinen,,72,206,2007-2-14,Left,0,8,5,20,19,19,11,14,12,15,11,11,13,1,1,16,15,15,16,15,14,11,16,18,16,17,17,7,16,16,13,16,16,8,17,16,1,1,1,1,1,1,1,1,1,1,1,15,15,14,14,14,17,11,17,0,0,3.5,3.5
2034/2035,149506,8,8,Ole,Bruland,,80,226,2009-9-18,Left,0,8,5,20,17,18,9,11,17,13,11,12,16,1,1,12,15,13,14,15,14,8,14,15,14,15,14,7,15,14,12,13,15,10,14,14,1,1,1,1,1,1,1,1,1,1,1,13,14,12,13,12,17,10,15,0,0,3,3
2034/2035,178473,31,31,Mikhail,Orlov,,75,228,2015-3-26,Left,0,19,20,8,5,5,16,14,16,11,10,4,13,1,1,12,12,13,14,15,12,10,7,9,14,15,10,14,12,14,10,14,12,13,14,11,1,1,1,1,1,1,1,1,1,1,1,13,12,11,13,12,17,10,11,0,0,1,3
2034/2035,13738,22,22,Samuel,Honzek,,75,219,2004-11-12,Left,0,8,5,20,20,14,9,14,15,14,16,12,14,1,1,14,11,16,16,15,13,9,15,16,15,16,20,8,15,17,13,15,15,8,16,18,1,1,1,1,1,1,1,1,1,1,1,15,18,12,14,13,17,13,15,0,0,3.5,3.5
2034/2035,157920,34,34,Christian,Lizotte,,73,215,2011-10-28,Left,0,8,5,20,11,14,7,12,15,13,11,11,13,1,1,13,13,13,14,18,11,6,13,13,17,14,15,6,13,11,9,12,13,8,11,13,1,1,1,1,1,1,1,1,1,1,1,14,15,14,11,12,19,12,14,0,0,2.5,2.5
2034/2035,157925,29,29,Ben,Reynolds,,71,202,2011-10-1,Left,0,8,8,13,20,13,9,9,14,14,9,11,12,1,1,14,17,14,13,15,13,9,13,13,17,16,14,10,16,12,15,11,13,10,14,15,1,1,1,1,1,1,1,1,1,1,1,13,17,14,12,11,17,10,14,0,0,2.5,2.5
2034/2035,157944,31,31,Tyler,Jorganson,,74,219,2011-8-2,Left,0,8,5,20,11,14,10,12,15,14,13,12,15,1,1,15,14,14,16,16,13,6,14,15,15,15,17,6,15,13,12,14,15,7,15,13,1,1,1,1,1,1,1,1,1,1,1,15,14,13,12,12,17,11,15,0,0,2.5,2.5
2034/2035,149788,34,34,Bill,Price,,75,225,2009-10-24,Left,0,8,5,20,10,15,10,11,14,12,12,13,17,1,1,13,12,16,14,16,12,6,15,14,14,15,14,7,13,14,15,12,14,8,11,14,1,1,1,1,1,1,1,1,1,1,1,14,14,11,11,12,17,11,13,0,0,2.5,3
2034/2035,149790,20,20,Vincent,Richmond,,75,231,2009-12-26,Left,0,8,8,13,20,13,18,16,18,13,13,3,18,1,1,13,15,15,14,15,16,12,15,16,15,15,14,7,16,17,16,17,16,9,15,17,1,1,1,1,1,1,1,1,1,1,1,14,14,12,14,16,17,13,16,0,0,4.5,4.5
2034/2035,14534,20,20,Aatu,Räty,,75,211,2002-11-14,Left,0,8,6,20,19,12,10,14,13,20,13,12,14,1,1,11,14,14,15,12,13,10,15,15,18,15,17,7,14,11,12,12,14,7,16,13,1,1,1,1,1,1,1,1,1,1,1,13,15,16,12,12,16,11,14,0,0,3,3
2034/2035,14554,21,21,Noel,Gunler,,74,203,2001-10-7,Right,0,5,8,18,10,20,10,13,13,16,13,13,18,1,1,18,15,12,15,14,11,10,12,16,14,15,17,8,15,15,11,13,12,6,13,13,1,1,1,1,1,1,1,1,1,1,1,15,16,12,11,11,16,11,15,0,0,3,3
2034/2035,14558,21,21,Alexander,Holtz,,72,206,2002-1-23,Right,0,5,8,20,10,19,8,15,17,16,15,17,17,1,1,17,16,17,17,16,13,8,16,20,17,17,15,7,16,15,11,11,15,7,17,14,1,1,1,1,1,1,1,1,1,1,1,17,14,14,13,12,17,13,18,0,0,3.5,3.5
2034/2035,14583,9,9,Lucas,Raymond,,70,189,2002-3-28,Right,0,6,8,18,15,20,10,14,17,19,15,16,17,1,1,17,17,15,19,17,14,7,16,17,17,19,17,7,15,14,11,13,13,7,15,16,1,1,1,1,1,1,1,1,1,1,1,17,15,15,12,13,18,13,16,0,0,4.5,4.5
2034/2035,149814,11,11,Hugh,Wood,,71,203,2009-1-27,Right,0,5,8,15,10,20,6,12,13,11,9,20,15,1,1,14,14,15,16,15,14,9,15,16,13,13,16,7,19,12,12,13,13,8,15,13,1,1,1,1,1,1,1,1,1,1,1,15,15,10,12,12,17,9,17,0,0,2.5,2.5
